epoch,loss
0.025510204081632654,0.752
0.05102040816326531,0.5441
0.07653061224489796,1.0819
0.10204081632653061,0.4385
0.12755102040816327,0.985
0.15306122448979592,0.5871
0.17857142857142858,0.5041
0.20408163265306123,0.5105
0.22959183673469388,0.7018
0.25510204081632654,0.5339
0.28061224489795916,0.5049
0.30612244897959184,1.0931
0.33163265306122447,0.8464
0.35714285714285715,0.9125
0.3826530612244898,0.6783
0.40816326530612246,1.1165
0.4336734693877551,0.9728
0.45918367346938777,0.3729
0.4846938775510204,0.6995
0.5102040816326531,0.6384
0.5357142857142857,0.6841
0.5612244897959183,0.1853
0.5867346938775511,0.7515
0.6122448979591837,0.9428
0.6377551020408163,1.3864
0.6632653061224489,0.0198
0.6887755102040817,0.9111
0.7142857142857143,0.8972
0.7397959183673469,1.3418
0.7653061224489796,0.5643
0.7908163265306123,0.5454
0.8163265306122449,0.3349
0.8418367346938775,0.7964
0.8673469387755102,0.176
0.8928571428571429,1.1828
0.9183673469387755,0.5193
0.9438775510204082,0.123
0.9693877551020408,0.9822
0.9948979591836735,0.5156
1.0204081632653061,1.0456
1.0459183673469388,0.9984
1.0714285714285714,1.6565
1.096938775510204,0.026
1.1224489795918366,0.4517
1.1479591836734695,0.3754
1.1734693877551021,1.1883
1.1989795918367347,0.9656
1.2244897959183674,0.4975
1.25,0.519
1.2755102040816326,1.6918
1.3010204081632653,0.7691
1.3265306122448979,0.8682
1.3520408163265305,1.5997
1.3775510204081631,0.0147
1.403061224489796,1.0665
1.4285714285714286,0.6132
1.4540816326530612,0.9231
1.4795918367346939,0.4486
1.5051020408163265,0.97
1.5306122448979593,0.0123
1.556122448979592,0.0072
1.5816326530612246,0.1573
1.6071428571428572,0.5491
1.6326530612244898,1.0108
1.6581632653061225,0.4937
1.683673469387755,0.5361
1.7091836734693877,0.9328
1.7346938775510203,0.0069
1.760204081632653,0.6659
1.7857142857142856,0.8115
1.8112244897959182,0.5096
1.836734693877551,0.5724
1.8622448979591837,0.003
1.8877551020408163,0.4199
1.913265306122449,0.4609
1.9387755102040818,0.004
1.9642857142857144,0.8762
1.989795918367347,1.7233
2.0153061224489797,1.4125
2.0408163265306123,0.5513
2.066326530612245,0.0046
2.0918367346938775,0.5427
2.11734693877551,0.2895
2.142857142857143,0.0513
2.1683673469387754,0.4745
2.193877551020408,0.0026
2.2193877551020407,0.5399
2.2448979591836733,0.7297
2.270408163265306,0.1114
2.295918367346939,0.457
2.3214285714285716,0.0024
2.3469387755102042,0.2208
2.372448979591837,1.9313
2.3979591836734695,1.4542
2.423469387755102,0.4416
2.4489795918367347,0.8368
2.4744897959183674,0.5276
2.5,0.0051
2.5255102040816326,0.0042
2.5510204081632653,0.8229
2.576530612244898,0.7041
2.6020408163265305,0.0033
2.627551020408163,0.1591
2.6530612244897958,1.1569
2.678571428571429,0.0037
2.704081632653061,0.0054
2.729591836734694,0.0025
2.7551020408163263,0.0028
2.7806122448979593,0.0019
2.806122448979592,0.6595
2.8316326530612246,0.002
2.857142857142857,0.0023
2.88265306122449,1.2479
2.9081632653061225,0.0031
2.933673469387755,0.0036
2.9591836734693877,0.6455
2.9846938775510203,0.0026
3.010204081632653,0.2895
3.0357142857142856,1.2342
3.061224489795918,0.0083
3.086734693877551,0.0023
3.1122448979591835,0.0024
3.137755102040816,0.0022
3.163265306122449,0.0022
3.188775510204082,0.002
3.2142857142857144,0.0301
3.239795918367347,0.0049
3.2653061224489797,0.0013
3.2908163265306123,0.0013
3.316326530612245,0.0011
3.3418367346938775,0.6782
3.36734693877551,0.0008
3.392857142857143,0.7439
3.4183673469387754,0.0012
3.443877551020408,0.0009
3.4693877551020407,0.9718
3.4948979591836733,0.6465
3.520408163265306,0.0022
3.545918367346939,0.0018
3.571428571428571,0.0015
3.5969387755102042,0.0014
3.622448979591837,0.0012
3.6479591836734695,0.0011
3.673469387755102,0.0007
3.6989795918367347,0.0007
3.7244897959183674,0.0005
3.75,0.0007
3.7755102040816326,0.0009
3.8010204081632653,0.0009
3.826530612244898,0.0021
3.8520408163265305,0.0022
3.877551020408163,0.0006
3.9030612244897958,0.0005
3.928571428571429,0.0004
3.954081632653061,0.6682
3.979591836734694,0.0005
4.005102040816326,0.0003
4.030612244897959,0.0006
4.0561224489795915,0.0004
4.081632653061225,0.0004
4.107142857142857,0.0004
4.13265306122449,0.0003
4.158163265306122,0.0002
4.183673469387755,0.7303
4.209183673469388,0.0004
4.23469387755102,0.0004
4.260204081632653,0.0002
4.285714285714286,0.0003
4.311224489795919,0.0002
4.336734693877551,0.0002
4.362244897959184,0.003
4.387755102040816,0.0003
4.413265306122449,0.0002
4.438775510204081,0.0002
4.464285714285714,0.0002
4.489795918367347,0.0002
4.51530612244898,0.0002
4.540816326530612,0.0002
4.566326530612245,0.0002
4.591836734693878,0.9093
4.61734693877551,0.0003
4.642857142857143,0.0004
4.668367346938775,0.0004
4.6938775510204085,0.0004
4.719387755102041,0.0004
4.744897959183674,0.8047
4.770408163265306,0.0004
4.795918367346939,0.0005
4.821428571428571,0.0005
4.846938775510204,0.0005
4.872448979591836,0.6695
4.8979591836734695,0.0005
4.923469387755102,0.0006
4.948979591836735,0.0005
4.974489795918368,0.0005
5.0,0.003
5.025510204081633,0.0005
5.051020408163265,0.0005
5.076530612244898,0.0006
5.1020408163265305,0.0004
5.127551020408164,0.0005
5.153061224489796,0.0004
5.178571428571429,0.0005
5.204081632653061,0.0003
5.229591836734694,0.0003
5.255102040816326,0.0004
5.280612244897959,0.0002
5.3061224489795915,0.0003
5.331632653061225,0.0002
5.357142857142857,0.7707
5.38265306122449,0.0003
5.408163265306122,0.0003
5.433673469387755,0.0005
5.459183673469388,0.0004
5.48469387755102,0.0002
5.510204081632653,0.7161
5.535714285714286,0.0065
5.561224489795919,0.0003
5.586734693877551,0.0004
5.612244897959184,0.0004
5.637755102040816,0.0003
5.663265306122449,0.0003
5.688775510204081,0.0006
5.714285714285714,0.0003
5.739795918367347,0.0003
5.76530612244898,0.0003
5.790816326530612,0.0004
5.816326530612245,0.0002
5.841836734693878,0.0002
5.86734693877551,0.0003
5.892857142857143,0.0004
5.918367346938775,0.0002
5.9438775510204085,0.0002
5.969387755102041,0.6528
5.994897959183674,0.0003
6.020408163265306,0.0003
6.045918367346939,0.0002
6.071428571428571,0.0016
6.096938775510204,0.0003
6.122448979591836,0.0002
6.1479591836734695,0.0003
6.173469387755102,0.0002
6.198979591836735,0.0002
6.224489795918367,0.0003
6.25,0.0002
6.275510204081632,0.0002
6.301020408163265,0.1058
6.326530612244898,0.0002
6.3520408163265305,0.0002
6.377551020408164,0.0002
6.403061224489796,0.0002
6.428571428571429,0.0002
6.454081632653061,0.0003
6.479591836734694,0.0002
6.505102040816326,0.0002
6.530612244897959,0.0002
6.5561224489795915,0.0002
6.581632653061225,0.0002
6.607142857142857,0.0002
6.63265306122449,0.0002
6.658163265306122,0.0001
6.683673469387755,0.0001
6.709183673469388,0.0002
6.73469387755102,0.0001
6.760204081632653,0.0002
6.785714285714286,0.0001
6.811224489795919,0.0002
6.836734693877551,0.0002
6.862244897959184,0.0001
6.887755102040816,0.0001
6.913265306122449,0.0001
6.938775510204081,0.0001
6.964285714285714,0.0001
6.989795918367347,0.0001
7.01530612244898,0.0002
7.040816326530612,0.0001
7.066326530612245,0.0001
7.091836734693878,0.0001
7.11734693877551,0.0001
7.142857142857143,0.0001
7.168367346938775,0.0001
7.1938775510204085,0.0001
7.219387755102041,0.0001
7.244897959183674,0.0001
7.270408163265306,0.0001
7.295918367346939,0.0001
7.321428571428571,0.0001
7.346938775510204,0.0001
7.372448979591836,0.0001
7.3979591836734695,0.0001
7.423469387755102,0.0001
7.448979591836735,0.0001
7.474489795918368,0.0001
7.5,0.0001
7.525510204081632,0.0001
7.551020408163265,0.0001
7.576530612244898,0.0001
7.6020408163265305,0.0001
7.627551020408164,0.0001
7.653061224489796,0.0001
7.678571428571429,0.0001
7.704081632653061,0.0001
7.729591836734694,0.0001
7.755102040816326,0.0001
7.780612244897959,0.0001
7.8061224489795915,0.0001
7.831632653061225,0.0001
7.857142857142857,0.0001
7.88265306122449,0.0001
7.908163265306122,0.0001
7.933673469387755,0.0001
7.959183673469388,0.0001
7.98469387755102,0.0001
8.010204081632653,0.0001
8.035714285714286,0.0001
8.061224489795919,0.0001
8.08673469387755,0.0001
8.112244897959183,0.0001
8.137755102040817,0.0001
8.16326530612245,0.0001
8.188775510204081,0.0001
8.214285714285714,0.0001
8.239795918367347,0.0001
8.26530612244898,0.0001
8.290816326530612,0.0001
8.316326530612244,0.0001
8.341836734693878,0.0001
8.36734693877551,0.0001
8.392857142857142,0.0001
8.418367346938776,0.0001
8.443877551020408,0.0001
8.46938775510204,0.0001
8.494897959183673,0.0001
8.520408163265307,0.0001
8.545918367346939,0.0001
8.571428571428571,0.0001
8.596938775510203,0.0001
8.622448979591837,0.0001
8.64795918367347,0.0001
8.673469387755102,0.0001
8.698979591836736,0.0001
8.724489795918368,0.0001
8.75,0.0001
8.775510204081632,0.0001
8.801020408163264,0.0001
8.826530612244898,0.0001
8.85204081632653,0.0001
8.877551020408163,0.0001
8.903061224489797,0.0001
8.928571428571429,0.0001
8.954081632653061,0.0001
8.979591836734693,0.0001
9.005102040816327,0.0001
9.03061224489796,0.0001
9.056122448979592,0.0001
9.081632653061224,0.0001
9.107142857142858,0.0001
9.13265306122449,0.0001
9.158163265306122,0.0001
9.183673469387756,0.0001
9.209183673469388,0.0001
9.23469387755102,0.0001
9.260204081632653,0.0001
9.285714285714286,0.0001
9.311224489795919,0.0001
9.33673469387755,0.0001
9.362244897959183,0.0001
9.387755102040817,0.0001
9.41326530612245,0.0001
9.438775510204081,0.0001
9.464285714285714,0.0001
9.489795918367347,0.0001
9.51530612244898,0.0001
9.540816326530612,0.0001
9.566326530612244,0.0001
9.591836734693878,0.0001
9.61734693877551,0.0001
9.642857142857142,0.0001
9.668367346938776,0.0001
9.693877551020408,0.0001
9.71938775510204,0.0001
9.744897959183673,0.0001
9.770408163265307,0.0001
9.795918367346939,0.0001
9.821428571428571,0.0001
9.846938775510203,0.0001
9.872448979591837,0.0001
9.89795918367347,0.0001
9.923469387755102,0.0001
9.948979591836736,0.0001
9.974489795918368,0.0001
10.0,0.0001
